    JOBID     USER PARTITION     NAME ST   START_TIME     END_TIME TIME_LEFT  NODES NODELIST(REASON)  PRIORITY
  1491977 britikov      slim  0669.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491978 britikov      slim  0670.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491979 britikov      slim  0670.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491980 britikov      slim  0671.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491981 britikov      slim  0671.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491982 britikov      slim  0672.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491983 britikov      slim  0672.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491984 britikov      slim  0673.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491985 britikov      slim  0673.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491986 britikov      slim  0674.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491987 britikov      slim  0674.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491988 britikov      slim  0675.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491989 britikov      slim  0675.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491990 britikov      slim  0676.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491991 britikov      slim  0676.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491992 britikov      slim  0677.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491993 britikov      slim  0677.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491994 britikov      slim  0678.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491995 britikov      slim  0678.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491996 britikov      slim  0679.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491997 britikov      slim  0679.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491998 britikov      slim  0680.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1491999 britikov      slim  0680.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492000 britikov      slim  0681.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492001 britikov      slim  0681.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492002 britikov      slim  0682.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492003 britikov      slim  0682.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492004 britikov      slim  0683.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492005 britikov      slim  0683.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492006 britikov      slim  0684.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492007 britikov      slim  0684.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492008 britikov      slim  0685.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492009 britikov      slim  0685.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492010 britikov      slim  0686.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492011 britikov      slim  0686.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492012 britikov      slim  0687.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492013 britikov      slim  0687.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492014 britikov      slim  0688.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492015 britikov      slim  0688.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492016 britikov      slim  0689.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492017 britikov      slim  0689.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492018 britikov      slim  0690.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492019 britikov      slim  0691.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492020 britikov      slim  0690.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492021 britikov      slim  0691.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492022 britikov      slim  0692.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492023 britikov      slim  0692.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492024 britikov      slim  0693.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492025 britikov      slim  0693.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492026 britikov      slim  0694.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492027 britikov      slim  0694.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492028 britikov      slim  0695.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492029 britikov      slim  0695.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492030 britikov      slim  0696.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492031 britikov      slim  0696.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492032 britikov      slim  0697.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492033 britikov      slim  0697.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492034 britikov      slim  0698.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492035 britikov      slim  0698.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492036 britikov      slim  0699.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492037 britikov      slim  0699.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492038 britikov      slim  0700.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492039 britikov      slim  0700.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492040 britikov      slim  0701.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492041 britikov      slim  0701.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492042 britikov      slim  0702.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492043 britikov      slim  0702.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492044 britikov      slim  0703.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492045 britikov      slim  0703.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492046 britikov      slim  0704.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492047 britikov      slim  0704.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492048 britikov      slim  0705.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492049 britikov      slim  0705.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492050 britikov      slim  0706.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492051 britikov      slim  0706.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492052 britikov      slim  0707.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492053 britikov      slim  0707.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492054 britikov      slim  0708.sh PD          N/A          N/A     10:00      1      (Priority)       286
  1492055 britikov      slim  0708.sh PD          N/A          N/A     10:00      1      (Priority)       286
